event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00135,NWSS_or_934_Treatment plant_raw wastewater,2025-08-20,2025-08-20,2025-08-20,1,0.0,0.0,,2,sampling,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. | The event is an isolated concentration decrease with no clinical follow-up data, no rainfall, and low flow. It is flagged as an isolated spike candidate.","[""Peak z-score is 0.0, indicating no significant deviation from the mean."", ""No rainfall or significant hydrological changes during the event period."", ""The event is flagged as an isolated spike candidate."", ""There is no clinical follow-up data available."", ""Rainfall is 0mm."", ""Flow percentile is low (max 0.077)."", ""Concentration dropped by 17.28% in a single day"", ""Zero rainfall during the period""]","[""No clinical hospitalization data available to assess any potential health impact."", ""No nearby sites to compare trends."", ""Clinical data is missing."", ""Missing temperature data"", ""No hospitalization records"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.8]",sampling
EVT-00136,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-16,2023-08-16,2023-08-16,1,1.5381396870843302,1.5381396870843302,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a slight increase in clinical admissions, but it does not meet the threshold for a meaningful rise (>20%). Additionally, there is no significant environmental perturbation, and the variant shift does not correlate with a clear epidemic signal. | The wastewater signal decreased, but the hospitalization data shows a stable trend with an 11.5% increase. The derived assessment indicates no clinical rise, but the raw data suggests a potential increase. There is a variant shift to EG.5, but the hospitalization increase is not above 20%. Rainfall is minimal.","[""Clinical admissions increased from 54 to 62, a change of 14.8%, which is below the 20% threshold."", ""Rainfall was below 10mm, and flow was below the 90th percentile."", ""Hospitalization data shows a stable trend with an 11.5% increase."", ""Variant shift to EG.5 is observed."", ""Rainfall is minimal (9.7mm).""]","[""Lack of a clear regional pattern in nearby wastewater sites."", ""Insufficient evidence of a significant variant impact on clinical outcomes."", ""Hospitalization data is at the state level, not site-specific."", ""No nearby sites for comparison.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00137,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-23,2023-08-23,2023-08-23,1,1.5673361322111987,1.5673361322111987,,2,epidemic,0.85,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations) of approximately 49.5% following the anomaly, with no significant environmental perturbation (0mm rainfall and flow below the 90th percentile). | Hospital admissions increased by 49.5% following the anomaly, with no significant rainfall or high flow to explain the increase. The derived assessment also flags this as an epidemic candidate.","[""Clinical follow-up increased from a pre-mean of 55.75 to a post-mean of 83.33, indicating a rise of 49.5%."", ""No significant rainfall or high flow was recorded during the anomaly period."", ""Hospital admissions increased by 49.5% following the anomaly."", ""No significant rainfall (0mm) or high flow (82nd percentile max) was observed."", ""Hospitalization 7-day average increased from 54.4 to 85.1 (49.5% rise)"", ""No significant rainfall (0.0mm) or high flow events"", ""Consistent wastewater concentration increase from 10.3 to 13.5""]","[""No nearby wastewater sites show similar trends."", ""No major variant transition is reported during this period."", ""No nearby site comparisons available"", ""No specific variant shift detected""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00138,NWSS_pa_1533_Treatment plant_raw wastewater,2023-08-28,2023-08-30,2023-08-28,3,1.2636047707256126,0.6560394482163241,,3,epidemic,0.85,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased by 28.5%) with no significant environmental perturbation (0mm rainfall and flow below the 90th percentile). | Hospital admissions increased by 28.5% following the anomaly, with no significant rainfall or high flow to explain the increase. EG.5 is the dominant variant.","[""Clinical follow-up shows a rise from a pre-mean of 69.0 to a post-mean of 88.67."", ""No significant rainfall or high flow was recorded during the anomaly period."", ""Hospital admissions increased by 28.5% following the anomaly."", ""No significant rainfall (0mm) or high flow (55th percentile) was observed."", ""EG.5 is the dominant variant."", ""Hospitalization 7-day average increased from 60.3 to 95.1 (18.3% rise)"", ""No significant rainfall (0.0mm) or high flow (max percentile 0.553)"", ""Wastewater concentration increased from 11.94 to 13.07 (7.7% rise)""]","[""No nearby wastewater sites show similar trends."", ""No major variant transition is reported during this period."", ""Hospitalization data is only available at the state level, not site-specific."", ""No nearby site confirmation"", ""No explicit variant transition detected""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00139,NWSS_pa_1533_Treatment plant_raw wastewater,2023-12-06,2023-12-06,2023-12-06,1,1.710692499053003,1.710692499053003,,2,sampling,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.71. There is no significant rainfall or high flow. Hospital admissions are stable, and there is no variant shift. No nearby sites show a similar trend. | Isolated wastewater signal with no significant clinical or environmental support","[""Peak z-score of 1.71"", ""Rainfall is low (5.1mm total)"", ""Flow is not high (max percentile 0.755)"", ""Hospital admissions are stable"", ""No variant shift"", ""Peak z-score of 1.7107 is modest"", ""Hospitalization trend is stable with slight decline"", ""No significant rainfall or flow perturbation""]","[""Limited nearby site comparison"", ""No clear clinical rise to support epidemic classification""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00140,NWSS_pa_1533_Treatment plant_raw wastewater,2024-03-02,2024-03-02,2024-03-02,1,1.612982697033151,1.612982697033151,,2,environmental,0.775,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly event on 2024-03-02 coincides with high flow (91st percentile) and moderate rainfall (16.2mm total, 11.4mm max). Hospital admissions are decreasing during the period. | Moderate rainfall (16.2mm) and high flow (91.2 percentile) present, with no significant clinical rise or variant shift","[""Peak date 2024-03-02"", ""Flow percentile reached 0.912"", ""Total rainfall 16.2mm"", ""Hospital admissions show a decreasing trend"", ""Rainfall of 11.4mm on 2024-02-29"", ""Flow percentile reached 0.912 (high flow)"", ""No clinical hospitalization rise detected""]","[""No nearby site comparisons available"", ""Limited variant tracking granularity""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.85]",environmental
EVT-00141,NWSS_pa_1533_Treatment plant_raw wastewater,2024-05-18,2024-05-18,2024-05-18,1,1.7286703471611513,1.7286703471611513,,2,sampling,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 1.73. There is no significant rainfall or high flow. Hospitalization data is missing. There are no nearby sites and no variant shift. | Small localized signal with no clinical or environmental support,"[""Peak z-score is 1.73."", ""Rainfall is low (2.6mm total)."", ""Flow is not high (87th percentile max)."", ""Z-score of 1.7287 indicates minor deviation"", ""No clinical hospitalization data available"", ""Minimal rainfall (2.6mm) and moderate flow percentile"", ""No regional site pattern detected""]","[""Hospitalization data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Limited variant tracking details""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00142,NWSS_pa_1533_Treatment plant_raw wastewater,2024-07-20,2024-07-20,2024-07-20,1,1.547598550691216,1.547598550691216,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is no clinical follow-up data available to assess any rise in hospitalizations, and while there is a variant shift, it does not meet the criteria for an epidemic. The environmental conditions do not indicate significant rainfall or flow. Therefore, the evidence is insufficient to draw a definitive conclusion. | The event has a variant shift (KP.2 to KP.3), but no hospitalization data is available. Rainfall is low and flow is not high. Without clinical data, it is difficult to assess the impact of the variant shift.","[""No clinical follow-up data available to assess hospitalization changes."", ""Rainfall was below significant thresholds (8.9mm) and flow was low (discharge percentile max 0.102)."", ""Variant shift from KP.2 to KP.3 occurred during the event period."", ""Rainfall was low (8.9mm total)."", ""Flow was not high (max percentile 0.102).""]","[""Lack of clinical hospitalization data during the anomaly period."", ""No nearby sites showing similar trends."", ""Hospitalization data is missing.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00143,NWSS_pa_1533_Treatment plant_raw wastewater,2024-07-24,2024-07-24,2024-07-24,1,0.8385717079601058,0.8385717079601058,,2,environmental,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a peak in wastewater concentration, but no clinical follow-up data is available to confirm a rise in hospitalizations. Additionally, there was moderate rainfall during the event, which complicates the interpretation. | The event is a single-day spike with a z-score of 0.8386. There is moderate rain (12.5mm total, 12.2mm max) in the 3 days prior to the peak. There is no clinical data available at the site level. There are no nearby sites with similar trends. The derived assessment does not indicate an epidemic candidate.","[""Peak wastewater concentration observed on 2024-07-24 with a z-score of 0.8386."", ""Moderate rainfall of 12.2mm on 2024-07-23."", ""Single day spike with z-score 0.8386."", ""Moderate rain (12.5mm total, 12.2mm max) in the 3 days prior to the peak."", ""No clinical data available at the site level.""]","[""No clinical follow-up data available to assess hospitalization changes."", ""No nearby sites showing similar trends."", ""Site-level clinical data is missing."", ""Flow data is low, but could still be impacting the signal.""]","[""uncertain"", ""uncertain"", ""environmental""]","[0.5, 0.4, 0.7]",uncertain
EVT-00144,NWSS_pa_1533_Treatment plant_raw wastewater,2024-08-31,2024-08-31,2024-08-31,1,1.7015495625804624,1.7015495625804624,,2,uncertain,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.7. There is no evidence of significant rainfall, high flow, clinical follow-up, or variant shift to support an alternative label. Nearby sites show no similar trends. | Isolated wastewater signal with no clinical or variant support, minor environmental perturbation","[""Peak z-score is 1.7015."", ""Rainfall is low (8.1mm total in the 3-day period)."", ""Flow is not high (max percentile 0.388)."", ""No clinical data available."", ""No variant shift detected."", ""No nearby sites show similar trends."", ""Peak z-score of 1.7015 is modest"", ""No hospitalization data available""]","[""Clinical data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Limited clinical context""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
